MONTH,SERVICE_CATEGORY,CLAIM_SPECIALTY,PAYER,PAID_AMOUNT,MONTH_DATE,PAID_AMOUNT_LOG
201809,AncillaryFFS,PHYSICIAN ASSISTANT,Payer S,104,2018-09-01,4.6443908991413725
201809,AncillaryFFS,PHYSIO LAB,Payer W,1293,2018-09-01,7.164720378771857
201809,AncillaryFFS,PODIATRIST,Payer H,1071,2018-09-01,6.976348070447749
201809,AncillaryFFS,PODIATRY,Payer B,35,2018-09-01,3.5553480614894135
201809,AncillaryFFS,PODIATRY,Payer CA,450,2018-09-01,6.1092475827643655
201809,AncillaryFFS,PODIATRY,Payer CO,349,2018-09-01,5.855071922202427
201809,AncillaryFFS,PODIATRY,Payer F,818,2018-09-01,6.706862336602747
201809,AncillaryFFS,PODIATRY,Payer O,297,2018-09-01,5.6937321388027
201809,AncillaryFFS,PODIATRY,Payer UN,51,2018-09-01,3.9318256327243257
201809,AncillaryFFS,PODIATRY,Payer W,199,2018-09-01,5.293304824724492
201809,AncillaryFFS,PORTABLE X-RAY PROVIDER (MOBILE DIAGNOSTIC),Payer O,14,2018-09-01,2.6390573296152584
201809,AncillaryFFS,PORTABLE X-RAY SUPPLIER,Payer S,258,2018-09-01,5.552959584921617
201809,AncillaryFFS,PREVENTIVE MEDICINE,Payer F,478,2018-09-01,6.169610732491456
201809,AncillaryFFS,PREVENTIVE MEDICINE,Payer O,127,2018-09-01,4.844187086458591
201809,AncillaryFFS,PROSTHETIC & ORTHOTICS,Payer F,7078,2018-09-01,8.864746660905409
201809,AncillaryFFS,PROSTHETIC & ORTHOTICS,Payer O,913,2018-09-01,6.816735880594968
201809,AncillaryFFS,PSYCA,Payer W,64,2018-09-01,4.1588830833596715
201809,AncillaryFFS,PSYCH HOSPITAL,Payer W,1602,2018-09-01,7.379008127628304
201809,AncillaryFFS,PSYCHIATRY,Payer W,400,2018-09-01,5.991464547107982
201809,AncillaryFFS,PSYCHOLOGY,Payer W,40,2018-09-01,3.6888794541139363
201809,AncillaryFFS,PUBL,Payer CO,31,2018-09-01,3.4339872044851463
201809,AncillaryFFS,PULMONARY DISEASE,Payer F,1391,2018-09-01,7.237778191923443
201809,AncillaryFFS,PULMONARY DISEASES,Payer CA,283,2018-09-01,5.645446897643238
201809,AncillaryFFS,PULMONARY DISEASES,Payer W,199,2018-09-01,5.293304824724492
201809,AncillaryFFS,RADIATION ONCOLOGY,Payer F,574,2018-09-01,6.352629396319567
201809,AncillaryFFS,RADIATION ONCOLOGY,Payer O,389,2018-09-01,5.963579343618446
201809,AncillaryFFS,RADIOL,Payer W,51,2018-09-01,3.9318256327243257
201809,AncillaryFFS,RADIOLOGY,Payer CA,262,2018-09-01,5.568344503761097
201809,AncillaryFFS,RADIOLOGY,Payer CO,68,2018-09-01,4.219507705176107
201809,AncillaryFFS,RADIOLOGY,Payer F,435,2018-09-01,6.075346031088684
201809,AncillaryFFS,RADIOLOGY,Payer O,401,2018-09-01,5.993961427306569
201809,AncillaryFFS,RADIOLOGY,Payer UN,21,2018-09-01,3.044522437723423
201809,AncillaryFFS,RADIOLOGY,Payer W,2027,2018-09-01,7.614312146452
201809,AncillaryFFS,RADIOLOGY IMAGING PROVIDER,Payer F,789,2018-09-01,6.670766320845874
201809,AncillaryFFS,RADIOLOGY IMAGING PROVIDER,Payer O,65,2018-09-01,4.174387269895637
201809,AncillaryFFS,RADIOLOGY ONCOLOGY,Payer UN,40,2018-09-01,3.6888794541139363
201809,AncillaryFFS,REHABILITATION FACILITY,Payer B,609,2018-09-01,6.411818267709897
201809,AncillaryFFS,REHABILITATION FACILITY,Payer W,257,2018-09-01,5.54907608489522
201809,AncillaryFFS,REHABILITATION HOSPITAL,Payer B,295,2018-09-01,5.68697535633982
201809,AncillaryFFS,RENAL DIALYSIS FACILITY,Payer F,59700,2018-09-01,10.997087299380693
201809,AncillaryFFS,RENAL DIALYSIS FACILITY,Payer O,9958,2018-09-01,9.206131527202128
201809,AncillaryFFS,RESTPY,Payer W,495,2018-09-01,6.20455776256869
201809,AncillaryFFS,SKILLED NURSING FAC,Payer H,676,2018-09-01,6.516193076042964
201809,AncillaryFFS,SKILLED NURSING FACILITY,Payer CA,468,2018-09-01,6.148468295917647
201809,AncillaryFFS,SKILLED NURSING FACILITY,Payer W,6566,2018-09-01,8.789660098061537
201809,AncillaryFFS,SLEEP CENTER,Payer CA,379,2018-09-01,5.937536205082426
201809,AncillaryFFS,SLEEP CENTER,Payer CO,351,2018-09-01,5.860786223465865
201809,AncillaryFFS,SLEEP CENTER,Payer W,1132,2018-09-01,7.0317412587631285
201809,AncillaryFFS,SLEEP DIAGNOSTIC FACILITY,Payer F,1044,2018-09-01,6.950814768442584
201809,AncillaryFFS,SLEEP DIAGNOSTIC FACILITY,Payer O,825,2018-09-01,6.715383386334681
201809,AncillaryFFS,SLEEP MEDICINE,Payer S,570,2018-09-01,6.345636360828596
201809,AncillaryFFS,SPC FCLY/CA HOSPITAL,Payer F,3070,2018-09-01,8.029432840581244
201809,AncillaryFFS,SPC FCLY/CA HOSPITAL,Payer O,589,2018-09-01,6.3784261836515865
201809,AncillaryFFS,SPECIAL SERVICES,Payer H,3615,2018-09-01,8.192847134592865
201809,AncillaryFFS,SUBST,Payer W,1196,2018-09-01,7.086737934510577
201809,AncillaryFFS,SURGICAL ONCOLOGY,Payer CO,619,2018-09-01,6.428105272684596
201809,AncillaryFFS,TBICRS,Payer W,26,2018-09-01,3.258096538021482
201809,AncillaryFFS,URGENT CARE CENTER,Payer B,318,2018-09-01,5.762051382780177
201809,AncillaryFFS,URGENT CARE CENTER,Payer CA,1289,2018-09-01,7.161622002939187
201809,AncillaryFFS,URGENT CARE CENTER,Payer F,264,2018-09-01,5.575949103146316
201809,AncillaryFFS,URGENT CARE CENTER,Payer O,197,2018-09-01,5.2832037287379885
201809,AncillaryFFS,URGENT CARE CENTER,Payer S,219,2018-09-01,5.389071729816501
201809,AncillaryFFS,URGENT CARE CENTER,Payer W,1750,2018-09-01,7.4673710669175595
201809,AncillaryFFS,URGENT CARE FACILITY,Payer UN,2322,2018-09-01,7.7501841622578365
201809,AncillaryFFS,VASCULAR SURGERY,Payer F,1619,2018-09-01,7.389563953677635
201809,AncillaryFFS,VISION,Payer F,9071,2018-09-01,9.112837790614945
201809,AncillaryFFS,VISION,Payer O,1498,2018-09-01,7.311886164077165
201809,AncillaryFFS,WOUND CARE SPECIALISTS,Payer F,466,2018-09-01,6.144185634125646
201809,AncillaryFFS,WOUND CARE SPECIALISTS,Payer O,1295,2018-09-01,7.166265974133638
201809,AncillaryFFS,WOUNDCARE,Payer CA,1199,2018-09-01,7.089243155027514
201809,ASCServices,ABULATORY SURGICAL CENTER,Payer CO,3108,2018-09-01,8.041734711487537
201809,ASCServices,AMBULATORY SURGERY CENTER,Payer B,549,2018-09-01,6.3080984415095305
201809,ASCServices,AMBULATORY SURGICAL CENTER,Payer CA,11846,2018-09-01,9.37974553683691
201809,ASCServices,AMBULATORY SURGICAL CENTER,Payer F,6740,2018-09-01,8.815815203906352
201809,ASCServices,AMBULATORY SURGICAL CENTER,Payer O,1926,2018-09-01,7.563200592358071
201809,ASCServices,AMBULATORY SURGICAL CENTER,Payer S,977,2018-09-01,6.884486652042782
201809,ASCServices,AMBULATORY SURGICAL CENTER,Payer W,7747,2018-09-01,8.955060950631902
201809,ASCServices,AMBULATORY SURGICAL CENTERS,Payer UN,2141,2018-09-01,7.669028288589683
201809,ASCServices,ANESTHESIOLOGIST,Payer H,634,2018-09-01,6.452048954437226
201809,ASCServices,ANESTHESIOLOGY,Payer CA,1601,2018-09-01,7.3783837129967145
201809,ASCServices,ANESTHESIOLOGY,Payer CO,2376,2018-09-01,7.773173680482536
201809,ASCServices,ANESTHESIOLOGY,Payer F,4721,2018-09-01,8.459775920546287
201809,ASCServices,ANESTHESIOLOGY,Payer O,2010,2018-09-01,7.605890001053122
201809,ASCServices,ANESTHESIOLOGY,Payer S,947,2018-09-01,6.853299093186078
201809,ASCServices,ANESTHESIOLOGY,Payer UN,378,2018-09-01,5.934894195619588
201809,ASCServices,ANESTHESIOLOGY,Payer W,791,2018-09-01,6.673297967767654
201809,ASCServices,ASC,Payer F,20443,2018-09-01,9.925395804585008
201809,ASCServices,ASC,Payer O,6913,2018-09-01,8.841158975945264
201809,ASCServices,CARDIOLOGY,Payer CA,499,2018-09-01,6.212606095751519
201809,ASCServices,CERTIFIED REGISTERED NURSE ANESTHETIST,Payer B,705,2018-09-01,6.558197802812269
201809,ASCServices,CLINIC,Payer F,386,2018-09-01,5.955837369464831
201809,ASCServices,COLON/RECTAL SURGERY,Payer W,1519,2018-09-01,7.325807502595773
201809,ASCServices,DENTIST,Payer H,344,2018-09-01,5.840641657373398
201809,ASCServices,DURABLE MEDICAL EQUIPMENT,Payer S,820,2018-09-01,6.709304340258298
201809,ASCServices,ENT,Payer CA,257,2018-09-01,5.54907608489522
201809,ASCServices,ENT,Payer F,329,2018-09-01,5.796057750765372
201809,ASCServices,ENT,Payer W,438,2018-09-01,6.082218910376446
201809,ASCServices,GASTROENTEROLOGY,Payer B,802,2018-09-01,6.687108607866515
201809,ASCServices,GASTROENTEROLOGY,Payer CA,1799,2018-09-01,7.4949862339505335
201809,ASCServices,GASTROENTEROLOGY,Payer CO,522,2018-09-01,6.257667587882639
201809,ASCServices,GASTROENTEROLOGY,Payer F,7119,2018-09-01,8.870522545103873
201809,ASCServices,GASTROENTEROLOGY,Payer O,1906,2018-09-01,7.552762084214147
201809,ASCServices,GASTROENTEROLOGY,Payer S,879,2018-09-01,6.778784897685177
201809,ASCServices,GASTROENTEROLOGY,Payer UN,1516,2018-09-01,7.323830566202317
201809,ASCServices,GASTROENTEROLOGY,Payer W,1469,2018-09-01,7.292337176173877
201809,ASCServices,GENERAL SURGERY,Payer F,2066,2018-09-01,7.633369649679584
201809,ASCServices,GENERAL SURGERY,Payer O,1148,2018-09-01,7.045776576879511
201809,ASCServices,GENERAL SURGERY,Payer W,1300,2018-09-01,7.170119543449628
201809,ASCServices,GYNECOLOGY,Payer F,966,2018-09-01,6.873163834212518
201809,ASCServices,HAND SURGERY,Payer F,1113,2018-09-01,7.014814351275545
201809,ASCServices,INDEPENDENT LAB,Payer F,2434,2018-09-01,7.797291273547472
201809,ASCServices,INDEPENDENT LAB,Payer O,856,2018-09-01,6.752270376141742
201809,ASCServices,INTERNAL MEDICINE,Payer F,464,2018-09-01,6.139884552226255
201809,ASCServices,MEDICAL DOCTOR,Payer H,4508,2018-09-01,8.413608875159667
201809,ASCServices,NEUROLOGICAL SURGERY,Payer B,122,2018-09-01,4.804021044733257
201809,ASCServices,NEUROLOGICAL SURGERY,Payer CA,447,2018-09-01,6.102558594613569
201809,ASCServices,NEUROLOGY,Payer W,203,2018-09-01,5.313205979041787
201809,ASCServices,NEUROSURGERY,Payer F,144,2018-09-01,4.969813299576001
201809,ASCServices,NURSE ANESTHETIST,Payer H,890,2018-09-01,6.7912214627261855
201809,ASCServices,NURSE ANESTHETIST - CERTIFIED REGISTERED,Payer S,209,2018-09-01,5.342334251964811
201809,ASCServices,NURSE PRACTITIONER - ADULT HEALTH,Payer S,188,2018-09-01,5.236441962829949
201809,ASCServices,OPHTHALMOLOGY,Payer CA,2105,2018-09-01,7.652070746116482
201809,ASCServices,OPHTHAMOLOGY,Payer B,1421,2018-09-01,7.259116128097101
201809,ASCServices,OPTHALMOLOGY,Payer UN,756,2018-09-01,6.628041376179533
201809,ASCServices,OPTOMETRY,Payer CA,432,2018-09-01,6.068425588244111
201809,ASCServices,ORTHOPEDIC SURGERY,Payer F,3123,2018-09-01,8.046549357283078
201809,ASCServices,ORTHOPEDIC SURGERY,Payer O,2159,2018-09-01,7.677400430514807
201809,ASCServices,ORTHOPEDIC SURGERY,Payer UN,2427,2018-09-01,7.794411205726601
201809,ASCServices,ORTHOPEDIC SURGERY,Payer W,867,2018-09-01,6.7650389767805414
201809,ASCServices,PAIN MANAGEMENT,Payer CA,410,2018-09-01,6.016157159698354
201809,ASCServices,PAIN MANAGEMENT,Payer F,2093,2018-09-01,7.646353722445999
201809,ASCServices,PAIN MANAGEMENT,Payer O,921,2018-09-01,6.825460036255307
201809,ASCServices,PAIN MANAGEMENT,Payer UN,401,2018-09-01,5.993961427306569
201809,ASCServices,PAIN MANAGEMENT,Payer W,2135,2018-09-01,7.666221925662725
201809,ASCServices,PATHOLOGY,Payer B,106,2018-09-01,4.663439094112067
201809,ASCServices,PATHOLOGY,Payer CO,398,2018-09-01,5.986452005284438
201809,ASCServices,PATHOLOGY,Payer F,1934,2018-09-01,7.56734567601324
201809,ASCServices,PATHOLOGY,Payer O,700,2018-09-01,6.551080335043404
201809,ASCServices,PEDANE,Payer W,49,2018-09-01,3.8918202981106265
201809,ASCServices,PHYS MEDICINE REHAB,Payer F,631,2018-09-01,6.447305862541213
201809,ASCServices,PHYS MEDICINE REHAB,Payer O,1313,2018-09-01,7.180069874302796
201809,ASCServices,PHYSICAL MEDICINE & REHAB,Payer CO,1083,2018-09-01,6.9874902470009905
201809,ASCServices,PHYSICAL MEDICINE & REHABILITATION,Payer S,89,2018-09-01,4.48863636973214
201809,ASCServices,PHYSICIAN ASSISTANT,Payer UN,187,2018-09-01,5.231108616854587
201809,ASCServices,PLASTIC SURGERY,Payer CO,445,2018-09-01,6.09807428216624
201809,ASCServices,PLASTIC SURGERY,Payer F,346,2018-09-01,5.846438775057725
201809,ASCServices,PSYCHIATRY & NEUROLOGY - CLINICAL NEUROPHYSIOLOGY,Payer S,1218,2018-09-01,7.1049654482698426
201809,ASCServices,RADIATION ONCOLOGY,Payer F,447,2018-09-01,6.102558594613569
201809,ASCServices,RADIOLOGY,Payer S,122,2018-09-01,4.804021044733257
201809,ASCServices,SPECIAL(TY) HOSPITAL,Payer S,1226,2018-09-01,7.111512116496157
201809,ASCServices,SPTMED,Payer W,203,2018-09-01,5.313205979041787
201809,ASCServices,SURGICAL CENTER,Payer H,5295,2018-09-01,8.574518258035507
201809,ASCServices,UROLOGY,Payer CA,1410,2018-09-01,7.251344983372214
201809,ASCServices,UROLOGY,Payer F,540,2018-09-01,6.29156913955832
201809,ASCServices,UROLOGY,Payer O,1011,2018-09-01,6.918695219020472
201809,ASCServices,UROLOGY,Payer UN,266,2018-09-01,5.583496308781699
201809,ASCServices,UROLOGY,Payer W,460,2018-09-01,6.131226489483141
201809,ASCServices,VISION,Payer F,982,2018-09-01,6.889591308354466
201809,ERServices,ACUTE CARE HOSPITAL,Payer B,2102,2018-09-01,7.650644551436897
201809,ERServices,ADLMED,Payer W,62,2018-09-01,4.127134385045092
201809,ERServices,ADVANCED RN PRACT,Payer CA,136,2018-09-01,4.912654885736052
201809,ERServices,ARNP,Payer CA,626,2018-09-01,6.439350371100098
201809,ERServices,CARDIAC ELECTROPHYSIOLOGY,Payer O,12,2018-09-01,2.4849066497880004
201809,ERServices,CARDIAC ELECTROPHYSIOLOGY,Payer W,325,2018-09-01,5.783825182329737
201809,ERServices,CARDIOLOGY,Payer CA,335,2018-09-01,5.814130531825066
201809,ERServices,CARDIOLOGY,Payer CO,21,2018-09-01,3.044522437723423
201809,ERServices,CARDIOLOGY,Payer F,1773,2018-09-01,7.480428306074208
201809,ERServices,CARDIOLOGY,Payer O,245,2018-09-01,5.501258210544727
201809,ERServices,CARDIOLOGY,Payer UN,12,2018-09-01,2.4849066497880004
201809,ERServices,CARDIOLOGY,Payer W,176,2018-09-01,5.170483995038151
201809,ERServices,CARDIOLOGY/CARDIOVASCULAR DISEASE,Payer B,19,2018-09-01,2.9444389791664403
201809,ERServices,CARDIOVASCULAR MEDICINE,Payer S,16,2018-09-01,2.772588722239781
201809,ERServices,CARDIOVASCULAR SURGERY,Payer CA,163,2018-09-01,5.093750200806762
201809,ERServices,CARDIOVASCULAR SURGERY,Payer CO,579,2018-09-01,6.361302477572996
201809,ERServices,CLINIC,Payer CA,136,2018-09-01,4.912654885736052
201809,ERServices,CLINIC,Payer CO,156,2018-09-01,5.049856007249537
201809,ERServices,CRITICAL ACCESS,Payer W,208,2018-09-01,5.337538079701318
201809,ERServices,CRITICAL CARE,Payer F,756,2018-09-01,6.628041376179533
201809,ERServices,DERMATOPATHOLOGY,Payer F,74,2018-09-01,4.30406509320417
201809,ERServices,DIAG X-RAY CLINIC,Payer H,224,2018-09-01,5.4116460518550396
201809,ERServices,DIAGNOSTIC RADIOLOGY,Payer CA,1041,2018-09-01,6.947937068614969
201809,ERServices,DIAGNOSTIC RADIOLOGY,Payer CO,566,2018-09-01,6.338594078203183
201809,ERServices,EMERGENCY MEDICINE,Payer CO,1736,2018-09-01,7.459338895220296
201809,ERServices,EMERGENCY MEDICINE,Payer F,41047,2018-09-01,10.622473030602189
201809,ERServices,EMERGENCY MEDICINE,Payer O,5445,2018-09-01,8.602453035367061
201809,ERServices,EMERGENCY MEDICINE,Payer S,963,2018-09-01,6.870053411798126
201809,ERServices,EMERGENCY MEDICINE,Payer UN,667,2018-09-01,6.502790045915623
201809,ERServices,"EMERGENCY MEDICINE, GENERAL PRACTICE",Payer B,831,2018-09-01,6.7226297948554485
201809,ERServices,EMERGENCY ROOM,Payer CA,7632,2018-09-01,8.940105213128122
201809,ERServices,EMERGENCY ROOM,Payer W,3540,2018-09-01,8.17188200612782
201809,ERServices,FAMILY NURSE PRACTIONER,Payer CA,585,2018-09-01,6.371611847231857
201809,ERServices,FAMILY PRACTICE,Payer B,264,2018-09-01,5.575949103146316
201809,ERServices,FAMILY PRACTICE,Payer CA,1902,2018-09-01,7.550661243105336
201809,ERServices,FAMILY PRACTICE,Payer F,2390,2018-09-01,7.779048644925556
201809,ERServices,FAMILY PRACTICE,Payer O,763,2018-09-01,6.637258031284457
201809,ERServices,FAMILY PRACTICE,Payer S,964,2018-09-01,6.871091294610546
201809,ERServices,FAMILY PRACTICE,Payer W,576,2018-09-01,6.3561076606958915
201809,ERServices,GASTROENTEROLOGY,Payer CA,205,2018-09-01,5.3230099791384085
201809,ERServices,GASTROENTEROLOGY,Payer F,269,2018-09-01,5.594711379601839
201809,ERServices,GASTROENTEROLOGY,Payer O,131,2018-09-01,4.875197323201151
201809,ERServices,GASTROENTEROLOGY,Payer W,910,2018-09-01,6.813444599510896
201809,ERServices,GENERAL PRACTICE,Payer B,309,2018-09-01,5.733341276897746
201809,ERServices,GENERAL PRACTICE,Payer CA,867,2018-09-01,6.7650389767805414
201809,ERServices,GENERAL PRACTICE,Payer W,392,2018-09-01,5.971261839790462
201809,ERServices,GENERAL SURGERY,Payer F,1148,2018-09-01,7.045776576879511
201809,ERServices,GENERAL SURGERY,Payer O,481,2018-09-01,6.175867270105761
201809,ERServices,GENERAL SURGERY,Payer W,683,2018-09-01,6.52649485957079
201809,ERServices,GERIATRICS,Payer W,236,2018-09-01,5.4638318050256105
201809,ERServices,HOSPITAL,Payer CA,25494,2018-09-01,10.146198409342867
201809,ERServices,HOSPITAL,Payer CO,9001,2018-09-01,9.105090961257085
201809,ERServices,HOSPITAL,Payer H,24926,2018-09-01,10.123666714386323
201809,ERServices,HOSPITAL,Payer UN,1455,2018-09-01,7.282761179605593
201809,ERServices,HOSPITAL,Payer W,2478,2018-09-01,7.815207062189088
201809,ERServices,HOSPITAL ACUTE CARE,Payer B,1886,2018-09-01,7.542213463193403
201809,ERServices,HOSPITALIST,Payer F,591,2018-09-01,6.3818160174060985
201809,ERServices,HOSPITALIST,Payer O,181,2018-09-01,5.198497031265826
201809,ERServices,HOSPITALIST,Payer S,336,2018-09-01,5.817111159963204
201809,ERServices,HYPBA,Payer W,219,2018-09-01,5.389071729816501
201809,ERServices,INTERNAL MEDICINE,Payer B,505,2018-09-01,6.22455842927536
201809,ERServices,INTERNAL MEDICINE,Payer CA,464,2018-09-01,6.139884552226255
201809,ERServices,INTERNAL MEDICINE,Payer F,4161,2018-09-01,8.333510708982942
201809,ERServices,INTERNAL MEDICINE,Payer O,1833,2018-09-01,7.513709247839705
201809,ERServices,INTERNAL MEDICINE,Payer S,392,2018-09-01,5.971261839790462
201809,ERServices,INTERNAL MEDICINE,Payer W,1093,2018-09-01,6.996681488176539
201809,ERServices,INTERVENTIONAL CARDIOLOGY,Payer F,164,2018-09-01,5.099866427824199
201809,ERServices,INTERVENTIONAL CARDIOLOGY,Payer O,149,2018-09-01,5.003946305945459
201809,ERServices,INTERVENTIONAL RADIOLOGY,Payer CA,77,2018-09-01,4.343805421853684
201809,ERServices,INTERVENTIONAL RADIOLOGY,Payer F,2049,2018-09-01,7.6251071482389
201809,ERServices,INTERVENTIONAL RADIOLOGY,Payer O,163,2018-09-01,5.093750200806762
201809,ERServices,LABORATORY,Payer CA,156,2018-09-01,5.049856007249537
201809,ERServices,MEDICAL DOCTOR,Payer H,6325,2018-09-01,8.752265313595721
201809,ERServices,MEDICAL SUPPLIER (DME),Payer F,116,2018-09-01,4.7535901911063645
201809,ERServices,NEPHROLOGY,Payer F,221,2018-09-01,5.3981627015177525
201809,ERServices,NEUROLOGY,Payer F,156,2018-09-01,5.049856007249537
201809,ERServices,NEUROLOGY,Payer O,149,2018-09-01,5.003946305945459
201809,ERServices,NEUROLOGY,Payer W,111,2018-09-01,4.709530201312334
201809,ERServices,NEURORADIOLOGY,Payer F,37,2018-09-01,3.6109179126442243
201809,ERServices,NEUROSURGERY,Payer F,116,2018-09-01,4.7535901911063645
201809,ERServices,NUCLEAR MEDICINE,Payer F,14,2018-09-01,2.6390573296152584
201809,ERServices,NURSE PRACTITIONER,Payer CA,1521,2018-09-01,7.327123292259293
201809,ERServices,NURSE PRACTITIONERS,Payer H,353,2018-09-01,5.8664680569332965
201809,ERServices,OBSTETRICS & GYNECOLOGY,Payer CA,124,2018-09-01,4.820281565605037
201809,ERServices,OBSTETRICS & GYNECOLOGY,Payer F,123,2018-09-01,4.812184355372417
201809,ERServices,ONCOLOGY,Payer F,46,2018-09-01,3.828641396489095
201809,ERServices,ORTHOPEDIC SURGERY,Payer W,86,2018-09-01,4.454347296253507
201809,ERServices,OSTEOPATH,Payer H,762,2018-09-01,6.635946555686647
201809,ERServices,OTHER,Payer UN,55,2018-09-01,4.007333185232471
201809,ERServices,OUT,Payer F,177476,2018-09-01,12.086590667488135
201809,ERServices,OUT,Payer O,36356,2018-09-01,10.501114531238661
201809,ERServices,PATHOLOGY,Payer CA,149,2018-09-01,5.003946305945459
201809,ERServices,PATHOLOGY,Payer F,204,2018-09-01,5.318119993844216
201809,ERServices,PATHOLOGY,Payer O,101,2018-09-01,4.61512051684126
201809,ERServices,PATHOLOGY,Payer W,34,2018-09-01,3.5263605246161616
201809,ERServices,PEDIATRIC CARDIOLOGY,Payer F,64,2018-09-01,4.1588830833596715
201809,ERServices,PEDIATRICS,Payer F,11,2018-09-01,2.3978952727983707
201809,ERServices,PEDIATRICS,Payer W,334,2018-09-01,5.811140992976701
201809,ERServices,PHYSICIAN ASSISTANT,Payer H,1060,2018-09-01,6.966024187106113
201809,ERServices,PHYSICIAN ASSISTANT,Payer S,379,2018-09-01,5.937536205082426
201809,ERServices,PHYSICIAN ASSISTANT,Payer UN,176,2018-09-01,5.170483995038151
201809,ERServices,PHYSICIAN'S ASSISTANT,Payer CA,517,2018-09-01,6.248042874508429
201809,ERServices,PULMONARY DISEASE,Payer F,424,2018-09-01,6.049733455231958
201809,ERServices,PULMONARY DISEASES,Payer CA,159,2018-09-01,5.0689042022202315
201809,ERServices,RADIATION ONCOLOGY,Payer F,79,2018-09-01,4.3694478524670215
201809,ERServices,RADIOL,Payer W,397,2018-09-01,5.983936280687191
201809,ERServices,RADIOLOGY,Payer B,2085,2018-09-01,7.642524134232902
201809,ERServices,RADIOLOGY,Payer CA,2101,2018-09-01,7.650168700845001
201809,ERServices,RADIOLOGY,Payer CO,1017,2018-09-01,6.92461239604856
201809,ERServices,RADIOLOGY,Payer F,5107,2018-09-01,8.538367426647644
201809,ERServices,RADIOLOGY,Payer O,1727,2018-09-01,7.454141078146678
201809,ERServices,RADIOLOGY,Payer S,141,2018-09-01,4.948759890378168
201809,ERServices,RADIOLOGY,Payer UN,1070,2018-09-01,6.975413927455952
201809,ERServices,RADIOLOGY,Payer W,2077,2018-09-01,7.638679823876112
201809,ERServices,RADIOLOGY (DIAGNOSTIC),Payer UN,311,2018-09-01,5.739792912179234
201809,ERServices,RADIOLOGY - DIAGNOSTIC,Payer S,552,2018-09-01,6.313548046277095
201809,ERServices,RHEUMATOLOGY,Payer F,155,2018-09-01,5.043425116919247
201809,ERServices,URGENT CARE MEDICINE,Payer F,186,2018-09-01,5.225746673713202
201809,ERServices,URGENT CARE MEDICINE,Payer O,393,2018-09-01,5.973809611869261
201809,ERServices,UROLOGY,Payer B,693,2018-09-01,6.541029999189903
201809,ERServices,UROLOGY,Payer CA,36,2018-09-01,3.58351893845611
201809,ERServices,UROLOGY,Payer F,110,2018-09-01,4.700480365792417
201809,ERServices,VASCULAR & INTERVENTIONAL RADIOLOGY,Payer F,141,2018-09-01,4.948759890378168
201809,ERServices,VASCULAR SURGERY,Payer F,22,2018-09-01,3.091042453358316
201809,ERServices,VASCULAR SURGERY,Payer O,50,2018-09-01,3.912023005428146
201809,InpatientServices,ADVANCED REGISTERED NURSE PRACTITIONER,Payer B,127,2018-09-01,4.844187086458591
201809,InpatientServices,ADVANCED RN PRACT,Payer CA,2376,2018-09-01,7.773173680482536
201809,InpatientServices,ALLERGY & IMMUNOLOGY,Payer F,557,2018-09-01,6.322565239927284
201809,InpatientServices,ANATOMIC AND CLINICAL PATHOLOGY,Payer F,166,2018-09-01,5.111987788356544
201809,InpatientServices,ANATOMIC AND CLINICAL PATHOLOGY,Payer O,562,2018-09-01,6.331501849893691
201809,InpatientServices,ANES ASSIST,Payer CA,290,2018-09-01,5.66988092298052
201809,InpatientServices,ANESTHESIOLOGIST,Payer H,968,2018-09-01,6.875232087276577
201809,InpatientServices,ANESTHESIOLOGY,Payer B,431,2018-09-01,6.066108090103747
201809,InpatientServices,ANESTHESIOLOGY,Payer CA,3715,2018-09-01,8.220133957151859
201809,InpatientServices,ANESTHESIOLOGY,Payer CO,1076,2018-09-01,6.98100574072173
201809,InpatientServices,ANESTHESIOLOGY,Payer F,16427,2018-09-01,9.7066816015412
201809,InpatientServices,ANESTHESIOLOGY,Payer O,3607,2018-09-01,8.19063168090354
201809,InpatientServices,ANESTHESIOLOGY,Payer S,367,2018-09-01,5.905361848054571
201809,InpatientServices,ANESTHESIOLOGY,Payer UN,2021,2018-09-01,7.611347717403621
201809,InpatientServices,ANESTHESIOLOGY,Payer W,1021,2018-09-01,6.928537818164665
201809,InpatientServices,ARNP,Payer CA,628,2018-09-01,6.4425401664681985
201809,InpatientServices,CARD ELECTROPHYSIOLO,Payer CA,532,2018-09-01,6.2766434893416445
201809,InpatientServices,CARDIAC ELECTROPHYSIOLOGY,Payer F,1400,2018-09-01,7.24422751560335
201809,InpatientServices,CARDIAC ELECTROPHYSIOLOGY,Payer O,1114,2018-09-01,7.01571242048723
201809,InpatientServices,CARDIAC ELECTROPHYSIOLOGY,Payer S,386,2018-09-01,5.955837369464831
201809,InpatientServices,CARDIAC ELECTROPHYSIOLOGY,Payer W,217,2018-09-01,5.37989735354046
201809,InpatientServices,CARDIOLOGY,Payer CA,3790,2018-09-01,8.240121298076472
201809,InpatientServices,CARDIOLOGY,Payer CO,228,2018-09-01,5.429345628954441
201809,InpatientServices,CARDIOLOGY,Payer F,14129,2018-09-01,9.555984701765809
201809,InpatientServices,CARDIOLOGY,Payer O,6319,2018-09-01,8.751316246773456
201809,InpatientServices,CARDIOLOGY,Payer UN,1143,2018-09-01,7.04141166379481
201809,InpatientServices,CARDIOLOGY,Payer W,1314,2018-09-01,7.1808311990445555
